timestamp,equipment,tag,value,unit,quality
2020-02-01T00:01:19,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:01:19,MetroPT-3 APU,Oil_temperature,53.42499999999998,°C,
2020-02-01T00:01:19,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:01:29,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:01:29,MetroPT-3 APU,Oil_temperature,53.375,°C,
2020-02-01T00:01:29,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:01:39,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:01:39,MetroPT-3 APU,Oil_temperature,53.400000000000006,°C,
2020-02-01T00:01:39,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:01:49,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:01:49,MetroPT-3 APU,Oil_temperature,53.35000000000001,°C,
2020-02-01T00:01:49,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:01:59,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:01:59,MetroPT-3 APU,Oil_temperature,53.42499999999998,°C,
2020-02-01T00:01:59,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:02:09,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:02:09,MetroPT-3 APU,Oil_temperature,53.325,°C,
2020-02-01T00:02:09,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:02:18,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:02:18,MetroPT-3 APU,Oil_temperature,53.42499999999998,°C,
2020-02-01T00:02:18,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:02:28,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:02:28,MetroPT-3 APU,Oil_temperature,53.325,°C,
2020-02-01T00:02:28,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:02:38,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:02:38,MetroPT-3 APU,Oil_temperature,53.325,°C,
2020-02-01T00:02:38,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:02:48,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:02:48,MetroPT-3 APU,Oil_temperature,53.275000000000006,°C,
2020-02-01T00:02:48,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:02:58,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:02:58,MetroPT-3 APU,Oil_temperature,53.275000000000006,°C,
2020-02-01T00:02:58,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:03:08,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:03:08,MetroPT-3 APU,Oil_temperature,53.325,°C,
2020-02-01T00:03:08,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:03:18,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:03:18,MetroPT-3 APU,Oil_temperature,53.150000000000006,°C,
2020-02-01T00:03:18,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:03:28,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:03:28,MetroPT-3 APU,Oil_temperature,53.2,°C,
2020-02-01T00:03:28,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:03:38,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:03:38,MetroPT-3 APU,Oil_temperature,53.225,°C,
2020-02-01T00:03:38,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:03:48,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:03:48,MetroPT-3 APU,Oil_temperature,53.175,°C,
2020-02-01T00:03:48,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:03:58,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:03:58,MetroPT-3 APU,Oil_temperature,53.125,°C,
2020-02-01T00:03:58,MetroPT-3 APU,Motor_current,0.0424999999999995,A,
2020-02-01T00:04:08,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:04:08,MetroPT-3 APU,Oil_temperature,53.1,°C,
2020-02-01T00:04:08,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:04:18,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:04:18,MetroPT-3 APU,Oil_temperature,53.125,°C,
2020-02-01T00:04:18,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:04:27,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:04:27,MetroPT-3 APU,Oil_temperature,53.225,°C,
2020-02-01T00:04:27,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:04:37,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:04:37,MetroPT-3 APU,Oil_temperature,53.1,°C,
2020-02-01T00:04:37,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:04:47,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:04:47,MetroPT-3 APU,Oil_temperature,53.125,°C,
2020-02-01T00:04:47,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:04:57,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:04:57,MetroPT-3 APU,Oil_temperature,53.1,°C,
2020-02-01T00:04:57,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:05:07,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:05:07,MetroPT-3 APU,Oil_temperature,53.1,°C,
2020-02-01T00:05:07,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:05:17,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:05:17,MetroPT-3 APU,Oil_temperature,53.125,°C,
2020-02-01T00:05:17,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:05:27,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:05:27,MetroPT-3 APU,Oil_temperature,53.125,°C,
2020-02-01T00:05:27,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:05:37,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:05:37,MetroPT-3 APU,Oil_temperature,53.1,°C,
2020-02-01T00:05:37,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:05:47,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:05:47,MetroPT-3 APU,Oil_temperature,53.025000000000006,°C,
2020-02-01T00:05:47,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:05:57,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:05:57,MetroPT-3 APU,Oil_temperature,53.025000000000006,°C,
2020-02-01T00:05:57,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:06:07,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:06:07,MetroPT-3 APU,Oil_temperature,53.0,°C,
2020-02-01T00:06:07,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:06:16,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:06:16,MetroPT-3 APU,Oil_temperature,52.975,°C,
2020-02-01T00:06:16,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:06:26,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:06:26,MetroPT-3 APU,Oil_temperature,52.89999999999999,°C,
2020-02-01T00:06:26,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:06:36,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:06:36,MetroPT-3 APU,Oil_temperature,52.82500000000002,°C,
2020-02-01T00:06:36,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:06:46,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:06:46,MetroPT-3 APU,Oil_temperature,52.82500000000002,°C,
2020-02-01T00:06:46,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:06:56,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:06:56,MetroPT-3 APU,Oil_temperature,52.82500000000002,°C,
2020-02-01T00:06:56,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:07:06,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:07:06,MetroPT-3 APU,Oil_temperature,52.77499999999999,°C,
2020-02-01T00:07:06,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:07:16,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:07:16,MetroPT-3 APU,Oil_temperature,52.750000000000014,°C,
2020-02-01T00:07:16,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:07:26,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:07:26,MetroPT-3 APU,Oil_temperature,52.725,°C,
2020-02-01T00:07:26,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:07:36,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:07:36,MetroPT-3 APU,Oil_temperature,52.77499999999999,°C,
2020-02-01T00:07:36,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:07:46,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:07:46,MetroPT-3 APU,Oil_temperature,52.69999999999999,°C,
2020-02-01T00:07:46,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:07:56,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:07:56,MetroPT-3 APU,Oil_temperature,52.69999999999999,°C,
2020-02-01T00:07:56,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:08:06,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:08:06,MetroPT-3 APU,Oil_temperature,52.64999999999999,°C,
2020-02-01T00:08:06,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:08:15,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:08:15,MetroPT-3 APU,Oil_temperature,52.725,°C,
2020-02-01T00:08:15,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:08:25,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:08:25,MetroPT-3 APU,Oil_temperature,52.57499999999999,°C,
2020-02-01T00:08:25,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:08:35,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:08:35,MetroPT-3 APU,Oil_temperature,52.60000000000001,°C,
2020-02-01T00:08:35,MetroPT-3 APU,Motor_current,0.0424999999999995,A,
2020-02-01T00:08:45,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:08:45,MetroPT-3 APU,Oil_temperature,52.49999999999999,°C,
2020-02-01T00:08:45,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:08:55,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:08:55,MetroPT-3 APU,Oil_temperature,52.49999999999999,°C,
2020-02-01T00:08:55,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:09:05,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:09:05,MetroPT-3 APU,Oil_temperature,52.42500000000001,°C,
2020-02-01T00:09:05,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:09:15,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:09:15,MetroPT-3 APU,Oil_temperature,52.45,°C,
2020-02-01T00:09:15,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:09:25,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:09:25,MetroPT-3 APU,Oil_temperature,52.325,°C,
2020-02-01T00:09:25,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:09:35,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:09:35,MetroPT-3 APU,Oil_temperature,52.400000000000006,°C,
2020-02-01T00:09:35,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:09:45,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:09:45,MetroPT-3 APU,Oil_temperature,52.42500000000001,°C,
2020-02-01T00:09:45,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:09:55,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:09:55,MetroPT-3 APU,Oil_temperature,52.42500000000001,°C,
2020-02-01T00:09:55,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:10:04,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:10:04,MetroPT-3 APU,Oil_temperature,52.22500000000001,°C,
2020-02-01T00:10:04,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:10:14,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:10:14,MetroPT-3 APU,Oil_temperature,52.2,°C,
2020-02-01T00:10:14,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:10:24,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:10:24,MetroPT-3 APU,Oil_temperature,52.3,°C,
2020-02-01T00:10:24,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:10:34,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:10:34,MetroPT-3 APU,Oil_temperature,52.125,°C,
2020-02-01T00:10:34,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:10:44,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:10:44,MetroPT-3 APU,Oil_temperature,52.22500000000001,°C,
2020-02-01T00:10:44,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:10:54,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:10:54,MetroPT-3 APU,Oil_temperature,52.125,°C,
2020-02-01T00:10:54,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:11:04,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:11:04,MetroPT-3 APU,Oil_temperature,52.2,°C,
2020-02-01T00:11:04,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:11:14,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:11:14,MetroPT-3 APU,Oil_temperature,52.05,°C,
2020-02-01T00:11:14,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:11:24,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:11:24,MetroPT-3 APU,Oil_temperature,52.025000000000006,°C,
2020-02-01T00:11:24,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:11:34,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:11:34,MetroPT-3 APU,Oil_temperature,52.1,°C,
2020-02-01T00:11:34,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:11:44,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:11:44,MetroPT-3 APU,Oil_temperature,52.025000000000006,°C,
2020-02-01T00:11:44,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:11:54,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:11:54,MetroPT-3 APU,Oil_temperature,52.0,°C,
2020-02-01T00:11:54,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:12:03,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:12:03,MetroPT-3 APU,Oil_temperature,51.975,°C,
2020-02-01T00:12:03,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:12:13,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:12:13,MetroPT-3 APU,Oil_temperature,51.925,°C,
2020-02-01T00:12:13,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:12:23,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:12:23,MetroPT-3 APU,Oil_temperature,51.925,°C,
2020-02-01T00:12:23,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:12:33,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:12:33,MetroPT-3 APU,Oil_temperature,51.82500000000002,°C,
2020-02-01T00:12:33,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:12:43,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:12:43,MetroPT-3 APU,Oil_temperature,51.85,°C,
2020-02-01T00:12:43,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:12:53,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:12:53,MetroPT-3 APU,Oil_temperature,51.8,°C,
2020-02-01T00:12:53,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:13:03,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:13:03,MetroPT-3 APU,Oil_temperature,51.82500000000002,°C,
2020-02-01T00:13:03,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:13:13,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:13:13,MetroPT-3 APU,Oil_temperature,51.8,°C,
2020-02-01T00:13:13,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:13:23,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:13:23,MetroPT-3 APU,Oil_temperature,51.69999999999999,°C,
2020-02-01T00:13:23,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:13:33,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:13:33,MetroPT-3 APU,Oil_temperature,51.625000000000014,°C,
2020-02-01T00:13:33,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:13:43,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:13:43,MetroPT-3 APU,Oil_temperature,51.6,°C,
2020-02-01T00:13:43,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:13:53,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:13:53,MetroPT-3 APU,Oil_temperature,51.57499999999999,°C,
2020-02-01T00:13:53,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:14:02,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:14:02,MetroPT-3 APU,Oil_temperature,51.625000000000014,°C,
2020-02-01T00:14:02,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:14:12,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:14:12,MetroPT-3 APU,Oil_temperature,51.47500000000001,°C,
2020-02-01T00:14:12,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:14:22,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:14:22,MetroPT-3 APU,Oil_temperature,51.49999999999999,°C,
2020-02-01T00:14:22,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:14:32,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:14:32,MetroPT-3 APU,Oil_temperature,51.49999999999999,°C,
2020-02-01T00:14:32,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:14:42,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:14:42,MetroPT-3 APU,Oil_temperature,51.400000000000006,°C,
2020-02-01T00:14:42,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:14:52,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:14:52,MetroPT-3 APU,Oil_temperature,51.35000000000001,°C,
2020-02-01T00:14:52,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:15:02,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:15:02,MetroPT-3 APU,Oil_temperature,51.325,°C,
2020-02-01T00:15:02,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:15:12,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:15:12,MetroPT-3 APU,Oil_temperature,51.42500000000001,°C,
2020-02-01T00:15:12,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:15:22,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:15:22,MetroPT-3 APU,Oil_temperature,51.325,°C,
2020-02-01T00:15:22,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:15:32,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:15:32,MetroPT-3 APU,Oil_temperature,51.42500000000001,°C,
2020-02-01T00:15:32,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:15:42,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:15:42,MetroPT-3 APU,Oil_temperature,51.29999999999998,°C,
2020-02-01T00:15:42,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:15:52,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:15:52,MetroPT-3 APU,Oil_temperature,51.22500000000001,°C,
2020-02-01T00:15:52,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:16:01,MetroPT-3 APU,TP2,-0.0159999999999982,bar,
2020-02-01T00:16:01,MetroPT-3 APU,Oil_temperature,51.275000000000006,°C,
2020-02-01T00:16:01,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:16:11,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:16:11,MetroPT-3 APU,Oil_temperature,51.150000000000006,°C,
2020-02-01T00:16:11,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:16:21,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:16:21,MetroPT-3 APU,Oil_temperature,51.22500000000001,°C,
2020-02-01T00:16:21,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:16:31,MetroPT-3 APU,TP2,-0.0159999999999982,bar,
2020-02-01T00:16:31,MetroPT-3 APU,Oil_temperature,51.1,°C,
2020-02-01T00:16:31,MetroPT-3 APU,Motor_current,0.0349999999999992,A,
2020-02-01T00:16:41,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:16:41,MetroPT-3 APU,Oil_temperature,51.125,°C,
2020-02-01T00:16:41,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:16:51,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:16:51,MetroPT-3 APU,Oil_temperature,51.025000000000006,°C,
2020-02-01T00:16:51,MetroPT-3 APU,Motor_current,0.0375000000000005,A,
2020-02-01T00:17:01,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:17:01,MetroPT-3 APU,Oil_temperature,51.1,°C,
2020-02-01T00:17:01,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:17:11,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:17:11,MetroPT-3 APU,Oil_temperature,51.0,°C,
2020-02-01T00:17:11,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:17:21,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:17:21,MetroPT-3 APU,Oil_temperature,50.95,°C,
2020-02-01T00:17:21,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:17:31,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:17:31,MetroPT-3 APU,Oil_temperature,50.925,°C,
2020-02-01T00:17:31,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:17:41,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:17:41,MetroPT-3 APU,Oil_temperature,50.925,°C,
2020-02-01T00:17:41,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:17:50,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:17:50,MetroPT-3 APU,Oil_temperature,50.825,°C,
2020-02-01T00:17:50,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:18:00,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:18:00,MetroPT-3 APU,Oil_temperature,50.925,°C,
2020-02-01T00:18:00,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:18:10,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:18:10,MetroPT-3 APU,Oil_temperature,50.825,°C,
2020-02-01T00:18:10,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:18:20,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:18:20,MetroPT-3 APU,Oil_temperature,50.825,°C,
2020-02-01T00:18:20,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:18:30,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:18:30,MetroPT-3 APU,Oil_temperature,50.75,°C,
2020-02-01T00:18:30,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:18:40,MetroPT-3 APU,TP2,-0.0139999999999993,bar,
2020-02-01T00:18:40,MetroPT-3 APU,Oil_temperature,50.625000000000014,°C,
2020-02-01T00:18:40,MetroPT-3 APU,Motor_current,0.04,A,
2020-02-01T00:18:50,MetroPT-3 APU,TP2,-0.0120000000000004,bar,
2020-02-01T00:18:50,MetroPT-3 APU,Oil_temperature,50.625000000000014,°C,
